USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root           1  0.0  0.0  23248 14284 ?        Ss   14:32   0:02 /sbin/init splash
root         241  0.0  0.0      0     0 ?        I<   14:32   0:00 [kworker/R-scsi_]
root         242  0.0  0.0      0     0 ?        S    14:32   0:00 [scsi_eh_5]
root         243  0.0  0.0      0     0 ?        I<   14:32   0:00 [kworker/R-scsi_]
root         245  0.0  0.0      0     0 ?        S    14:32   0:00 [scsi_eh_6]
root         246  0.0  0.0      0     0 ?        I<   14:32   0:00 [kworker/R-scsi_]
root         247  0.0  0.0      0     0 ?        S    14:32   0:00 [scsi_eh_7]
root         248  0.0  0.0      0     0 ?        I<   14:32   0:00 [kworker/R-scsi_]
root         258  0.0  0.0      0     0 ?        S    14:32   0:00 [scsi_eh_8]
root         259  0.0  0.0      0     0 ?        I<   14:32   0:00 [kworker/R-scsi_]
root         260  0.0  0.0      0     0 ?        S    14:32   0:00 [scsi_eh_9]
root         261  0.0  0.0      0     0 ?        I<   14:32   0:00 [kworker/R-scsi_]
root         263  0.0  0.0      0     0 ?        S    14:32   0:00 [scsi_eh_10]
root         264  0.0  0.0      0     0 ?        I<   14:32   0:00 [kworker/R-scsi_]
root         266  0.0  0.0      0     0 ?        I<   14:32   0:00 [kworker/6:1H-kblockd]
root         301  0.0  0.0      0     0 ?        S    14:32   0:00 [scsi_eh_11]
root         302  0.0  0.0      0     0 ?        I<   14:32   0:00 [kworker/R-scsi_]
root         303  0.0  0.0      0     0 ?        S    14:32   0:00 [usb-storage]
root         304  0.0  0.0      0     0 ?        I<   14:32   0:00 [kworker/R-uas]
root         335  0.0  0.0      0     0 ?        I<   14:32   0:00 [kworker/R-raid5]
root         385  0.0  0.0      0     0 ?        S    14:32   0:00 [jbd2/sdb3-8]
root         386  0.0  0.0      0     0 ?        I<   14:32   0:00 [kworker/R-ext4-]
root         447  0.0  0.0  83496 18700 ?        S<s  14:32   0:00 /usr/lib/systemd/systemd-journald
root         478  0.0  0.0      0     0 ?        I<   14:32   0:00 [kworker/R-rpcio]
root         479  0.0  0.0      0     0 ?        I<   14:32   0:00 [kworker/R-xprti]
root         481  0.0  0.0      0     0 ?        I<   14:32   0:00 [kworker/R-nvme-]
root         482  0.0  0.0      0     0 ?        I<   14:32   0:00 [kworker/R-nvme-]
root         483  0.0  0.0      0     0 ?        I<   14:32   0:00 [kworker/R-nvme-]
root         484  0.0  0.0      0     0 ?        I<   14:32   0:00 [kworker/R-nvme-]
root         530  0.0  0.0  30108  8360 ?        Ss   14:32   0:00 /usr/lib/systemd/systemd-udevd
root         533  0.0  0.0      0     0 ?        S    14:32   0:00 [psimon]
root         902  0.0  0.0      0     0 ?        S    14:32   0:00 [jbd2/sda1-8]
root         903  0.0  0.0      0     0 ?        I<   14:32   0:00 [kworker/R-ext4-]
root         916  0.0  0.0      0     0 ?        I<   14:32   0:00 [kworker/R-amdgp]
root         920  0.0  0.0      0     0 ?        S    14:32   0:01 [jbd2/sdb4-8]
root         921  0.0  0.0      0     0 ?        I<   14:32   0:00 [kworker/R-ext4-]
root         925  0.0  0.0      0     0 ?        I<   14:32   0:00 [kworker/R-ttm]
root         926  0.0  0.0      0     0 ?        I<   14:32   0:00 [kworker/R-amdgp]
root         927  0.0  0.0      0     0 ?        I<   14:32   0:00 [kworker/R-amdgp]
root         928  0.0  0.0      0     0 ?        I<   14:32   0:00 [kworker/R-amdgp]
root         929  0.0  0.0      0     0 ?        I<   14:32   0:00 [kworker/R-dm_vb]
root         930  0.0  0.0      0     0 ?        S    14:32   0:00 [card1-crtc0]
root         931  0.0  0.0      0     0 ?        S    14:32   0:00 [card1-crtc1]
root         932  0.0  0.0      0     0 ?        S    14:32   0:00 [card1-crtc2]
root         933  0.0  0.0      0     0 ?        S    14:32   0:00 [card1-crtc3]
root         944  0.0  0.0      0     0 ?        S<   14:32   0:00 [spl_system_task]
root         945  0.0  0.0      0     0 ?        S<   14:32   0:00 [spl_delay_taskq]
root         946  0.0  0.0      0     0 ?        S<   14:32   0:00 [spl_dynamic_tas]
root         947  0.0  0.0      0     0 ?        S<   14:32   0:00 [spl_kmem_cache]
root         949  0.0  0.0      0     0 ?        S<   14:32   0:00 [zvol]
root         950  0.0  0.0      0     0 ?        S    14:32   0:00 [arc_prune]
root         951  0.0  0.0      0     0 ?        S    14:32   0:00 [arc_evict]
root         952  0.0  0.0      0     0 ?        SN   14:32   0:00 [arc_reap]
root         953  0.0  0.0      0     0 ?        S    14:32   0:00 [dbu_evict]
root         954  0.0  0.0      0     0 ?        SN   14:32   0:00 [dbuf_evict]
root         955  0.0  0.0      0     0 ?        SN   14:32   0:00 [z_vdev_file]
root         956  0.0  0.0      0     0 ?        S    14:32   0:00 [l2arc_feed]
_rpc        1064  0.0  0.0   7968  4088 ?        Ss   14:32   0:00 /sbin/rpcbind -f -w
systemd+    1081  0.0  0.0  22096 13680 ?        Ss   14:32   0:03 /usr/lib/systemd/systemd-resolved
systemd+    1082  0.0  0.0  91560  8276 ?        Ssl  14:32   0:00 /usr/lib/systemd/systemd-timesyncd
root        1104  0.0  0.0   5140  1664 ?        Ss   14:32   0:00 /usr/sbin/blkmapd
root        1131  0.0  0.0   5632  2984 ?        Ss   14:32   0:00 /usr/sbin/nfsdcld
root        1170  0.0  0.0 316472  8476 ?        Ssl  14:32   0:00 /usr/libexec/accounts-daemon
avahi       1172  0.0  0.0   8904  4708 ?        Ss   14:32   0:00 avahi-daemon: running [a108pc12.local]
message+    1174  0.0  0.0  11964  6936 ?        Ss   14:32   0:00 @dbus-daemon --system --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
root        1177  0.0  0.0   5428  3604 ?        Ss   14:32   0:00 /usr/sbin/fsidd
root        1181  0.0  0.0  83016  4128 ?        Ssl  14:32   0:00 /usr/sbin/irqbalance
polkitd     1203  0.0  0.0 311308 11316 ?        Ssl  14:32   0:00 /usr/lib/polkit-1/polkitd --no-debug
root        1204  0.0  0.0 316380  7784 ?        Ssl  14:32   0:00 /usr/libexec/power-profiles-daemon
prometh+    1210  0.0  0.0 1684852 15596 ?       Ssl  14:32   0:00 /usr/bin/prometheus-node-exporter
root        1218  0.0  0.0  12560  6960 ?        Ss   14:32   0:00 /usr/sbin/smartd -n
root        1222  0.0  0.0 312468  6884 ?        Ssl  14:32   0:00 /usr/libexec/switcheroo-control
root        1223  0.0  0.0  18132  9196 ?        Ss   14:32   0:00 /usr/lib/systemd/systemd-logind
root        1224  0.0  0.0  17540  7932 ?        Ss   14:32   0:00 /usr/lib/systemd/systemd-machined
root        1228  0.0  0.0 258808 14836 ?        Ssl  14:32   0:05 /usr/bin/touchegg --daemon
root        1237  0.0  0.0 469452 15028 ?        Ssl  14:32   0:01 /usr/libexec/udisks2/udisksd
root        1239  0.0  0.0  76492 15152 ?        Ss   14:32   0:00 /usr/sbin/virtlockd
root        1243  0.0  0.0  76496 15068 ?        Ss   14:32   0:00 /usr/sbin/virtlogd
avahi       1257  0.0  0.0   8424  1444 ?        S    14:32   0:00 avahi-daemon: chroot helper
syslog      1290  0.0  0.0 222508  6356 ?        Ssl  14:32   0:00 /usr/sbin/rsyslogd -n -iNONE
root        1825  0.0  0.0 341516 21580 ?        Ssl  14:32   0:02 /usr/sbin/NetworkManager --no-daemon
root        1826  0.0  0.0  17380  6320 ?        Ss   14:32   0:00 /usr/sbin/wpa_supplicant -u -s -O DIR=/run/wpa_supplicant GROUP=netdev
root        1852  0.0  0.0 318436 12788 ?        Ssl  14:32   0:00 /usr/sbin/ModemManager
root        1975  0.0  0.0      0     0 ?        S    14:32   0:00 [psimon]
root        1984  0.0  0.0  40696 12056 ?        Ss   14:32   0:00 /usr/sbin/cupsd -l
root        1994  0.0  0.1 2468304 50388 ?       Ssl  14:32   0:03 /usr/bin/containerd
colord      2020  0.0  0.0 323236 15116 ?        Ssl  14:32   0:00 /usr/libexec/colord
root        2032  0.0  0.0  88056 21224 ?        Ss   14:32   0:00 /usr/sbin/winbindd --foreground --no-process-group
root        2041  0.0  0.0  88856 15524 ?        S    14:32   0:00 winbindd: domain child [A108PC12]
cups-br+    2105  0.0  0.0 268648 20364 ?        Ssl  14:33   0:00 /usr/sbin/cups-browsed
root        2106  0.1  0.3 3869696 100388 ?      Ssl  14:33   0:16 /usr/bin/dockerd -H fd:// --containerd=/run/containerd/containerd.sock
root        2107  0.0  0.0   9680  7228 ?        Ss   14:33   0:00 socat -T 60 openssl-connect:server:789,cafile=/etc/epoptes/server.crt,openssl-no-sni,openssl-commonname="",interval=60,forever EXEC:bash -c \"exec -a epoptes-client sh\"
root        2118  0.0  0.0  12040  2884 ?        Ss   14:33   0:00 /usr/sbin/cron -f -P
root        2120  0.0  0.0   3008  2372 ?        Ss   14:33   0:00 /usr/sbin/rpc.idmapd
statd       2121  0.0  0.0   4560  2036 ?        Ss   14:33   0:00 /usr/sbin/rpc.statd
root        2122  0.0  0.0  43212  1916 ?        Ss   14:33   0:00 /usr/sbin/rpc.mountd
root        2178  0.0  0.0 380088  7596 ?        SLsl 14:33   0:00 /usr/sbin/lightdm
kernoops    2179  0.0  0.0  12744  2492 ?        Ss   14:33   0:00 /usr/sbin/kerneloops --test
kernoops    2182  0.0  0.0  12744  2500 ?        Ss   14:33   0:00 /usr/sbin/kerneloops
root        2185  0.0  0.0      0     0 ?        I    14:33   0:00 [lockd]
root        2189  0.0  0.0      0     0 ?        I<   14:33   0:00 [kworker/R-ipmi-]
root        2208  0.0  0.0      0     0 ?        I<   14:33   0:00 [kworker/R-iprt-]
root        2213  0.0  0.0      0     0 ?        S    14:33   0:00 [iprt-VBoxTscThread]
root        2230  1.1  0.4 1276012 140272 tty7   Ssl+ 14:33   2:46 /usr/lib/xorg/Xorg -core :0 -seat seat0 -auth /var/run/lightdm/root/:0 -nolisten tcp vt7 -novtswitch
root        2237  0.0  0.0  11320  1996 tty1     Ss+  14:33   0:00 /sbin/agetty -o -p -- \u --noclear - linux
root        2238  0.0  0.0      0     0 ?        I    14:33   0:00 [nfsd]
root        2239  0.0  0.0      0     0 ?        I    14:33   0:00 [nfsd]
root        2240  0.0  0.0      0     0 ?        I    14:33   0:00 [nfsd]
root        2241  0.0  0.0      0     0 ?        I    14:33   0:00 [nfsd]
root        2242  0.0  0.0      0     0 ?        I    14:33   0:00 [nfsd]
root        2243  0.0  0.0      0     0 ?        I    14:33   0:00 [nfsd]
root        2244  0.0  0.0      0     0 ?        I    14:33   0:00 [nfsd]
root        2245  0.0  0.0      0     0 ?        I    14:33   0:00 [nfsd]
root        2285  0.0  0.0 228108 26668 ?        Ss   14:33   0:00 /usr/sbin/apache2 -k start
www-data    2300  0.0  0.0 228752 12812 ?        S    14:33   0:00 /usr/sbin/apache2 -k start
www-data    2302  0.0  0.0 228752 12812 ?        S    14:33   0:00 /usr/sbin/apache2 -k start
www-data    2303  0.0  0.0 228752 12812 ?        S    14:33   0:00 /usr/sbin/apache2 -k start
www-data    2304  0.0  0.0 228752 12812 ?        S    14:33   0:00 /usr/sbin/apache2 -k start
www-data    2305  0.0  0.0 228752 12812 ?        S    14:33   0:00 /usr/sbin/apache2 -k start
libvirt+    2349  0.0  0.0  11484  2292 ?        S    14:33   0:00 /usr/sbin/dnsmasq --conf-file=/var/lib/libvirt/dnsmasq/default.conf --leasefile-ro --dhcp-script=/usr/lib/libvirt/libvirt_leaseshelper
root        2350  0.0  0.0  11484  1172 ?        S    14:33   0:00 /usr/sbin/dnsmasq --conf-file=/var/lib/libvirt/dnsmasq/default.conf --leasefile-ro --dhcp-script=/usr/lib/libvirt/libvirt_leaseshelper
rtkit       2439  0.0  0.0  22940  3464 ?        SNsl 14:33   0:00 /usr/libexec/rtkit-daemon
root        2518  0.0  0.0 320172 10096 ?        Ssl  14:33   0:00 /usr/libexec/upowerd
root        2815  0.0  0.0 236228  9552 ?        Sl   14:33   0:00 lightdm --session-child 13 20
root        3219  0.0  0.0 1238360 14876 ?       Sl   14:33   0:00 /usr/bin/containerd-shim-runc-v2 -namespace moby -id 5df934926b0f1fcae370ac4d81a091d31014ed4fc6bbd199b02e9a4020afa491 -address /run/containerd/containerd.sock
root        3241  0.0  0.0 223476 29592 ?        Ss   14:33   0:00 apache2 -DFOREGROUND
root        3312  0.0  0.0 1671608 4576 ?        Sl   14:33   0:00 /usr/bin/docker-proxy -proto tcp -host-ip 0.0.0.0 -host-port 8000 -container-ip 172.24.0.2 -container-port 80 -use-listen-fd
root        3318  0.0  0.0 1597620 4300 ?        Sl   14:33   0:00 /usr/bin/docker-proxy -proto tcp -host-ip :: -host-port 8000 -container-ip 172.24.0.2 -container-port 80 -use-listen-fd
www-data    3350  0.0  0.0 223508  8852 ?        S    14:33   0:00 apache2 -DFOREGROUND
www-data    3351  0.0  0.0 223508  8852 ?        S    14:33   0:00 apache2 -DFOREGROUND
www-data    3352  0.0  0.0 223508  8852 ?        S    14:33   0:00 apache2 -DFOREGROUND
www-data    3353  0.0  0.0 223508  8852 ?        S    14:33   0:00 apache2 -DFOREGROUND
www-data    3354  0.0  0.0 223508  8852 ?        S    14:33   0:00 apache2 -DFOREGROUND
dam         3391  0.0  0.0  20736 11960 ?        Ss   14:33   0:00 /usr/lib/systemd/systemd --user
dam         3392  0.0  0.0  23240  3784 ?        S    14:33   0:00 (sd-pam)
dam         3401  0.0  0.0 118948 15264 ?        S<sl 14:33   0:00 /usr/bin/pipewire
dam         3402  0.0  0.0 100352  6124 ?        Ssl  14:33   0:00 /usr/bin/pipewire -c filter-chain.conf
dam         3404  0.0  0.0  41208 26440 ?        Ss   14:33   0:00 /usr/bin/python3 /usr/bin/powerline-daemon --foreground
dam         3405  0.0  0.1 570540 33112 ?        S<sl 14:33   0:00 /usr/bin/wireplumber
dam         3406  0.0  0.0 124208 22376 ?        S<sl 14:33   0:00 /usr/bin/pipewire-pulse
dam         3407  0.0  0.0 319488 10668 ?        SLsl 14:33   0:00 /usr/bin/gnome-keyring-daemon --foreground --components=pkcs11,secrets --control-directory=/run/user/1001/keyring
dam         3408  0.0  0.0  10508  6168 ?        Ss   14:33   0:00 /usr/bin/dbus-daemon --session --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
dam         3433  0.0  0.0 477952 15416 ?        Ssl  14:33   0:00 /usr/lib/x86_64-linux-gnu/cinnamon-session-binary --session cinnamon
dam         3646  0.0  0.0 453224 26028 ?        Sl   14:33   0:00 /usr/bin/csd-automount
dam         3647  0.0  0.0 304208  6408 ?        Sl   14:33   0:00 /usr/bin/csd-settings-remap
dam         3648  0.0  0.0 528080 27264 ?        Sl   14:33   0:00 /usr/bin/csd-power
dam         3650  0.0  0.0 379312 25480 ?        Sl   14:33   0:00 /usr/bin/csd-housekeeping
dam         3651  0.0  0.0 379776 26132 ?        Sl   14:33   0:00 /usr/bin/csd-wacom
dam         3652  0.0  0.0 541440 27784 ?        Sl   14:33   0:00 /usr/bin/csd-color
dam         3656  0.0  0.1 446332 35200 ?        Sl   14:33   0:00 /usr/bin/csd-background
dam         3657  0.0  0.0 383100  8484 ?        Sl   14:33   0:00 /usr/libexec/at-spi-bus-launcher --launch-immediately
dam         3661  0.0  0.0 303796  5792 ?        Sl   14:33   0:00 /usr/bin/csd-screensaver-proxy
dam         3662  0.0  0.0 381732 28288 ?        Sl   14:33   0:00 /usr/bin/csd-xsettings
dam         3668  0.0  0.0 379076 26112 ?        Sl   14:33   0:01 /usr/bin/csd-keyboard
dam         3669  0.0  0.0   9556  5264 ?        S    14:33   0:00 /usr/bin/dbus-daemon --config-file=/usr/share/defaults/at-spi2/accessibility.conf --nofork --print-address 11 --address=unix:path=/run/user/1001/at-spi/bus_0
dam         3670  0.0  0.0 597320 28680 ?        Sl   14:33   0:00 /usr/bin/csd-media-keys
dam         3671  0.0  0.0 305104 25108 ?        Sl   14:33   0:00 /usr/bin/csd-clipboard
dam         3672  0.0  0.0 318044 11148 ?        Sl   14:33   0:00 /usr/bin/csd-print-notifications
dam         3673  0.0  0.0 305204  6580 ?        Sl   14:33   0:00 /usr/bin/csd-a11y-settings
dam         3678  0.0  0.0 230368  6080 ?        Ssl  14:33   0:00 /usr/libexec/dconf-service
dam         3717  0.0  0.0 317224  8312 ?        Ssl  14:33   0:00 /usr/libexec/gvfsd
dam         3727  0.0  0.0 462632  7612 ?        Sl   14:33   0:00 /usr/libexec/gvfsd-fuse /run/user/1001/gvfs -f
dam         3747  0.0  0.0 236164  8208 ?        Sl   14:33   0:01 /usr/libexec/at-spi2-registryd --use-gnome-session
dam         3750  0.0  0.0 419012 15440 ?        Sl   14:33   0:00 /usr/libexec/csd-printer
dam         3764  0.0  0.0 392440 10972 ?        Ssl  14:33   0:00 /usr/libexec/gvfs-udisks2-volume-monitor
dam         3781  0.0  0.0 313640  7088 ?        Ssl  14:33   0:00 /usr/libexec/gvfs-gphoto2-volume-monitor
dam         3786  0.0  0.0 312548  6884 ?        Ssl  14:33   0:00 /usr/libexec/gvfs-goa-volume-monitor
dam         3791  0.0  0.0 549740 24632 ?        Sl   14:33   0:00 /usr/libexec/goa-daemon
dam         3799  0.0  0.0 392064  9648 ?        Sl   14:33   0:00 /usr/libexec/goa-identity-service
dam         3805  0.0  0.0 312672  6836 ?        Ssl  14:33   0:00 /usr/libexec/gvfs-mtp-volume-monitor
dam         3811  0.0  0.0 392152  8328 ?        Ssl  14:33   0:00 /usr/libexec/gvfs-afc-volume-monitor
dam         3818  0.0  0.1 545312 41412 ?        Sl   14:33   0:00 cinnamon-launcher
dam         3822  1.8  0.7 5188528 243008 ?      Sl   14:33   4:36 cinnamon --replace
